,Line A,Line B
1866,1.528064729,1.493441572
1867,1.50495532,1.498047364
1868,1.512999357,1.531837954
1869,1.540545653,1.484733985
1870,1.489876255,1.506102285
1871,1.496294975,1.50941114
1872,1.522788755,1.510252824
1873,1.496339028,1.493349127
1874,1.512057557,1.497004392
1875,1.469340579,1.506508497
1876,1.498879931,1.480676619
1877,1.493137102,1.467170715
1878,1.510981193,1.482761619
1879,1.503240645,1.497939342
1880,1.522208454,1.498761756
1881,1.486896982,1.496266715
1882,1.511213855,1.507349224
1883,1.498986961,1.497702123
1884,1.539001472,1.488721764
1885,1.472972448,1.486933093
1886,1.511739801,1.524437611
1887,1.510319338,1.508960641
1888,1.50110025,1.511770721
1889,1.53198044,1.498834854
1890,1.511331729,1.503289384
1891,1.500086853,1.503927864
1892,1.525151033,1.487492981
1893,1.496046842,1.498974286
1894,1.489174406,1.524098548
1895,1.546662209,1.509855809
1896,1.475005589,1.488998044
1897,1.503493065,1.510320959
1898,1.482007392,1.480338225
1899,1.523514334,1.487884042
1900,1.506807103,1.502986417
1901,1.476496853,1.500889662
1902,1.500333003,1.497698849
1903,1.490090541,1.494762126
1904,1.499377273,1.496192024
1905,1.507016545,1.501424091
1906,1.489535674,1.504356379
1907,1.487103104,1.496887623
1908,1.475645663,1.510071199
1909,1.481700784,1.507998864
1910,1.490854871,1.493454223
1911,1.483906883,1.494240785
1913,1.521278282,1.497759248
1914,1.537589382,1.501188854
1915,1.532763034,1.490645389
1916,1.489060661,1.483457116
1917,1.491282012,1.499613446
1918,1.503408271,1.505179163
1919,1.531028897,1.503765614
1920,1.492152973,1.520926726
1921,1.501922518,1.504658263
1922,1.500713908,1.503869855
1923,1.492702431,1.496345877
1924,1.495436758,1.497043172
1925,1.511655252,1.51186683
1926,1.498631236,1.513036915
1927,1.502861089,1.496032498
1928,1.542417467,1.466310956
1929,1.510801201,1.485191545
1930,1.520952323,1.489490887
1931,1.48412237,1.50306429
1932,1.481083448,1.509818404
1933,1.521097547,1.49146212
1934,1.463809207,1.505075972
1935,1.485298258,1.512208372
1936,1.492903211,1.49322012
1937,1.522034977,1.501506083
1938,1.48624888,1.507626132
1939,1.520469886,1.499313961
1940,1.506528793,1.497875619
1941,1.531132702,1.489037899
1942,1.500005131,1.514373284
1943,1.477538919,1.49610609
1944,1.520605289,1.50069741
1945,1.508609521,1.505433803
1946,1.507847101,1.497589347
1947,1.486075292,1.480640891
1948,1.531369576,1.5129851
1949,1.48958726,1.488345205
1950,1.499346161,1.508455615
1951,1.511468268,1.48502612
1952,1.484964806,1.491572227
1953,1.524467509,1.50620723
1954,1.531347558,1.504925619
1955,1.528809132,1.502505577
1956,1.510722429,1.494690209
1958,1.540706929,1.491912833
1959,1.526853413,1.47572542
1960,1.470617155,1.519547388
1963,1.513581098,1.493184819
1964,1.503534121,1.501631993
1965,1.494911505,1.493971188
1966,1.49041183,1.488274378
1967,1.485958684,1.517513062
1968,1.529663131,1.489113795
1969,1.495525435,1.499921461
1970,1.510884137,1.511225408
1971,1.501749812,1.50119452
1972,1.479424443,1.507432417
1973,1.509358331,1.508671013
1974,1.473241025,1.498818942
1975,1.520378479,1.517791773
1976,1.510326303,1.504212966
1977,1.489714712,1.49329283
1978,1.505422293,1.503839393
1979,1.486152325,1.50538356
1980,1.490209163,1.498747493
1981,1.515620353,1.493294829
1982,1.4921678,1.491266499
1983,1.493825561,1.49740702
1984,1.48706125,1.501602269
1985,1.465388601,1.500002271
1986,1.469987191,1.503497942
1987,1.51558673,1.507693452
1988,1.45828228,1.496555645
1989,1.527682365,1.511874186
1990,1.483108788,1.496501536
1991,1.519827586,1.477770403
1992,1.471984369,1.489991023
1993,1.492009228,1.484619339
1994,1.508593039,1.51004101
1995,1.499494357,1.486911072
1996,1.47954427,1.493085977
1997,1.516461168,1.478377439
1998,1.538406563,1.484060223
1999,1.502984362,1.487639643
2000,1.515693338,1.504761414
2001,1.508900537,1.478015639
2002,1.49950847,1.487309351
2003,1.503404201,1.491457413
2004,1.535855956,1.499804181
2005,1.489171208,1.502427539
2006,1.501562313,1.484709992
2007,1.509918941,1.51392161
2009,1.477396882,1.48681723
2010,1.51498612,1.505096356
2011,1.51943606,1.495374618
2012,1.501395023,1.494335147
2013,1.512762166,1.497216541
2014,1.506669217,1.483079626
2015,1.490964206,1.497150915
2016,1.490808982,1.510583963
2017,1.504589313,1.485807119
2018,1.50591085,1.48065441
2019,1.511736958,1.505274323
2020,1.50766934,1.504618259
2021,1.487922855,1.488811347
2022,1.452644353,1.492884301
2023,1.500593745,1.513583971
2024,1.462414834,1.496053262
2025,1.514261711,1.522317017
2026,1.499727577,1.498282846
2027,1.498130827,1.511469252
2028,1.453920544,1.49924134
2029,1.489447136,1.504288733
2030,1.536637198,1.48559701
2031,1.505968523,1.518693479
2032,1.492202818,1.490387175
2033,1.499345337,1.506755991
2034,1.487801852,1.487185932
2035,1.522100287,1.497302359
2036,1.502319252,1.495945802
2037,1.499690507,1.511765249
2038,1.493653056,1.504795733
2039,1.511014421,1.497904918
2040,1.49998879,1.496310575
2041,1.522389462,1.491331547
2042,1.503389399,1.487340953
2043,1.528063884,1.497248598
2044,1.512560394,1.484585808
2045,1.470750911,1.491539565
2046,1.497671597,1.493777994
2047,1.519443383,1.480260812
2048,1.50649581,1.500828104
2050,1.502107811,1.501769935
2051,1.510309126,1.507973586
2053,1.504939889,1.491521782
2054,1.518127224,1.504684591
2055,1.497178062,1.492570185
2056,1.500531111,1.48673519
2057,1.503801895,1.502439822
2058,1.518609988,1.490732788
2059,1.517366484,1.507246845
2060,1.50161626,1.518495519
2061,1.52885829,1.494836475
2062,1.506788158,1.480189797
2063,1.478634019,1.490788156
2064,1.49682199,1.497946495
2065,1.487148561,1.500486027
2066,1.499796294,1.493898899
2068,1.518600441,1.493820966
2069,1.528037167,1.50074263
2070,1.513124323,1.511394423
2071,1.502291797,1.490317538
2072,1.536508922,1.494799633
2074,1.498483382,1.495133713
2075,1.485571624,1.481028684
2076,1.495831097,1.494698817
2077,1.47780291,1.501891133
2079,1.492276485,1.500545675
2080,1.545262242,1.492761689
2083,1.525088657,1.478251957
2084,1.527537341,1.500992103
2085,1.488596765,1.502259909
2086,1.519802881,1.496070059
2087,1.465532659,1.486933073
2088,1.482911061,1.496343377
2089,1.514939362,1.512521079
2090,1.521783305,1.482792249
2091,1.486675522,1.502418845
2092,1.531414829,1.488678328
2093,1.539083228,1.502711253
2095,1.519607801,1.502362292
2096,1.555518206,1.491743885
2097,1.510056335,1.5124152
2098,1.526722854,1.495842838
2099,1.4760758,1.4813139
2100,1.5048899,1.488999367
2101,1.507154423,1.491660218
2102,1.48742718,1.48935254
2103,1.481822537,1.494718884
2104,1.516871024,1.508218447
2105,1.491904817,1.507568142
2106,1.504236548,1.500476269
2107,1.457165877,1.498112008
2108,1.541357824,1.487042097
2109,1.492627705,1.509313768
2110,1.509993527,1.493855249
2111,1.50455517,1.500476601
2112,1.486577518,1.503648442
2113,1.48964188,1.504127017
2114,1.500280331,1.498541359
2115,1.510643141,1.487553674
2116,1.491616513,1.512294777
2117,1.488837263,1.499818024
2118,1.505643055,1.507849269
2119,1.526590079,1.492993753
2120,1.496988297,1.48133433
2121,1.506355499,1.477781904
2122,1.494405408,1.494251891
2123,1.495297046,1.495907017
2124,1.477987473,1.513752048
2125,1.494186751,1.50063903
2126,1.51637577,1.497294602
2127,1.443456896,1.504121928
2128,1.505706963,1.517434155
2129,1.504948333,1.498900977
2130,1.517555521,1.492966931
2131,1.527555403,1.507482961
2132,1.503895606,1.501781596
2133,1.521701884,1.500628744
2134,1.523014329,1.492968423
2135,1.530235763,1.498844889
2136,1.5054898,1.496044116
2137,1.50052819,1.476037277
2138,1.519051723,1.490116868
2139,1.486892127,1.493034754
2140,1.487153162,1.490102069
2141,1.508750524,1.487093117
2142,1.522250652,1.510226304
2143,1.504094092,1.496944582
2144,1.54189842,1.51266901
2145,1.506270682,1.504584072
2146,1.526602272,1.49301855
2147,1.52259226,1.491086804
2148,1.532068924,1.499118605
2149,1.531731539,1.492530059
2150,1.549102515,1.503305618
2151,1.500711171,1.5088312
2152,1.493174447,1.499129713
2153,1.523073418,1.470447183
2154,1.503939456,1.494455351
2155,1.500530627,1.50648592
2156,1.503211654,1.494530157
2157,1.493541365,1.49949957
2158,1.526526096,1.513732124
2159,1.507199848,1.51277449
2160,1.484772584,1.505154199
2161,1.482362166,1.494854166
2162,1.510939496,1.500479623
2163,1.513798702,1.519586668
2164,1.493675076,1.500484727
2165,1.514865422,1.502818542
2166,1.508892843,1.498994102
2167,1.523793781,1.520912665
2168,1.480945126,1.483622712
2169,1.502127233,1.508052325
2170,1.473381341,1.506332678
2171,1.504239643,1.523940329
2172,1.519792271,1.487655562
2173,1.508091635,1.484193116
2174,1.516080421,1.499052536
2175,1.498949171,1.49060169
2176,1.470006201,1.506937848
2177,1.519759962,1.505949808
2178,1.492706635,1.496899968
2179,1.470006886,1.491248135
2180,1.519917066,1.494209347
2181,1.511646837,1.506299917
2182,1.520578128,1.506821485
2183,1.539223066,1.489501384
2184,1.500147296,1.497745666
2185,1.514838308,1.505221068
2186,1.486766917,1.487991539
2187,1.511327576,1.496940375
2188,1.529240088,1.513440507
2189,1.50427204,1.507172644
2190,1.523672008,1.501443665
2191,1.504182374,1.484973589
2192,1.499492242,1.506773406
2193,1.526336482,1.50824808
2194,1.51357356,1.490834537
2196,1.490645662,1.489307238
2197,1.48034345,1.504036228
2198,1.459583479,1.490637989
2199,1.514773251,1.496631811
2200,1.480099032,1.504466106
2201,1.484471885,1.495083534
2202,1.499455923,1.499212686
2203,1.483602945,1.49909963
2204,1.496890196,1.494092997
2205,1.484321561,1.495195873
2206,1.525683304,1.49603739
2207,1.506983936,1.496520928
2208,1.491820626,1.493316934
2209,1.49802618,1.502422664
2210,1.500998672,1.488913348
2211,1.494487127,1.507962158
2212,1.498638789,1.503767607
2213,1.522809404,1.493434762
2214,1.519322802,1.487863502
2215,1.492347242,1.475058896
2216,1.516896854,1.50694511
2217,1.50358329,1.47854402
2218,1.5113,1.506001785
2219,1.489820177,1.498459004
2220,1.513565185,1.474746237
2221,1.524690116,1.509101602
2222,1.490733956,1.49146499
2223,1.496072136,1.495050918
2224,1.514438833,1.48031774
2225,1.525899629,1.481724332
2226,1.479813447,1.504189939
2227,1.48135192,1.481578011
2228,1.466234061,1.493354937
2229,1.501103478,1.484391158
2230,1.47868366,1.504563867
2231,1.516853471,1.489600081
2232,1.488749336,1.503262387
2233,1.529244673,1.498834866
2234,1.500047747,1.516032466
2235,1.482508336,1.490315967
2236,1.499129883,1.488041701
2237,1.524907242,1.483843173
2238,1.503984528,1.519595389
2239,1.52659091,1.510336047
2240,1.493701969,1.493930421
2241,1.504656994,1.49735758
2242,1.491635316,1.495114126
2243,1.502792755,1.506495694
2244,1.495837871,1.485080245
2245,1.489226621,1.500965519
2246,1.531640883,1.487453114
2247,1.521923251,1.51074215
2248,1.506859953,1.502422872
2249,1.49288286,1.521110999
2250,1.493654956,1.482453909
2251,1.488025589,1.485680194
2252,1.513204181,1.484423819
2253,1.498158018,1.514118571
2254,1.50260023,1.498894769
2255,1.514017032,1.498429873
2256,1.516743117,1.505118183
2257,1.501618908,1.508606527
2258,1.507019274,1.479994455
2259,1.477459718,1.498206461
2260,1.493949022,1.494253295
2261,1.506225455,1.510487494
2262,1.504367218,1.492441118
2264,1.493385416,1.494942721
2265,1.513231706,1.489960815
2266,1.508262769,1.497901542
2267,1.5132255,1.488157041
2268,1.500694475,1.48777996
2269,1.480444221,1.496555013
2270,1.507994845,1.497586865
2271,1.490424025,1.494280208
2273,1.497332003,1.514198666
2274,1.472427953,1.490554595
2275,1.50493773,1.497412206
2276,1.504433326,1.489477148
2277,1.504548367,1.483483755
2278,1.458457776,1.489236878
2279,1.521504734,1.506578007
2280,1.497411843,1.517763039
2281,1.471252432,1.517156186
2282,1.528444471,1.50694425
2283,1.518940983,1.472312155
2284,1.488071794,1.502741674
2285,1.503044852,1.509285963
2286,1.478547772,1.501326527
2287,1.513814043,1.489735281
2288,1.512586184,1.499609176
2289,1.526091084,1.4895892
2290,1.522406934,1.491915099
2291,1.497813297,1.48844636
2292,1.531456216,1.497545817
2294,1.493569872,1.487953581
2295,1.5372838,1.500966324
2296,1.534468602,1.514871286
2297,1.502469293,1.485783454
2298,1.491337672,1.492879332
2299,1.486474661,1.493934746
2300,1.51928181,1.481742954
2301,1.478445242,1.477544213
2302,1.508298571,1.494458139
2303,1.508424685,1.47413662
2304,1.485928612,1.499402988
2305,1.527275239,1.497319686
2306,1.475516145,1.492073202
2307,1.495726026,1.495729565
2308,1.518904425,1.468689682
2309,1.513478539,1.490414437
2310,1.516058432,1.491674369
2311,1.486230909,1.498639162
2312,1.520482923,1.495912939
2313,1.49663173,1.494971557
2314,1.485170139,1.494849054
2315,1.50495326,1.520114397
2316,1.48653297,1.49191579
2317,1.513216364,1.487126335
2318,1.539926265,1.51290918
2319,1.51522256,1.505465601
2321,1.526541159,1.516823723
2322,1.474756251,1.486375047
2323,1.507218839,1.498865301
2324,1.480820209,1.511571533
2326,1.499204547,1.514938819
2327,1.452740207,1.505392604
2328,1.506340385,1.496583466
2329,1.527659803,1.485978892
2330,1.526485915,1.493684809
2331,1.508951416,1.497342115
2332,1.500614483,1.513480791
2333,1.536830099,1.493725681
2334,1.515855143,1.485641467
2335,1.502637199,1.49401233
2336,1.494171269,1.508339411
2337,1.475070368,1.478848396
2339,1.478818836,1.508542328
2340,1.469348467,1.505766259
2341,1.515066568,1.490461762
2342,1.4708522,1.463432965
2343,1.509144354,1.492338007
2344,1.536324525,1.51517263
2345,1.517338547,1.51398876
2346,1.475021823,1.506788617
2347,1.519710382,1.50933899
2348,1.489245166,1.484461676
2350,1.485078307,1.504353585
2351,1.502092274,1.498727391
2352,1.469756799,1.5064024
2353,1.531684497,1.507630856
2354,1.509531186,1.491044586
2355,1.466178397,1.493216742
2356,1.515086369,1.49854394
2357,1.508000576,1.494127337
2358,1.499873995,1.503218598
2359,1.485995015,1.503453724
2360,1.530723711,1.488625026
2361,1.484875508,1.490292128
2362,1.516752681,1.478386918
2363,1.477252924,1.493483208
2364,1.472269299,1.488535605
2365,1.452747668,1.490563104
2366,1.524735043,1.478768852
2367,1.485969599,1.491498743
2368,1.499090385,1.499726385
2369,1.481458731,1.509231015
2370,1.50679238,1.491814938
2371,1.49697201,1.501420182
2372,1.512704991,1.510214811
2373,1.489552821,1.503258002
2374,1.498259562,1.508144874
2375,1.53739115,1.476891261
2376,1.49885994,1.507260411
2377,1.512259424,1.50741621
2378,1.529611892,1.484093864
2379,1.508049304,1.504822523
2380,1.530501331,1.512483946
2381,1.511078355,1.503106767
2382,1.4792448,1.486325909
2383,1.484097861,1.49860698
2384,1.467739818,1.519516923
2385,1.483244292,1.500920827
2386,1.531344642,1.501038802
2387,1.479054198,1.503732024
2388,1.512691246,1.487970272
2389,1.507880043,1.486563841
2390,1.51396857,1.478239757
2391,1.521376718,1.496559285
2392,1.494788231,1.513195114
2393,1.51430587,1.519407855
2394,1.486905814,1.495848078
2395,1.492856674,1.497360706
2396,1.516605896,1.503171267
2397,1.480522472,1.478271629
2398,1.559108684,1.48267225
2399,1.537321489,1.48659463
2400,1.518556265,1.471714894
2401,1.527227334,1.505024272
2402,1.52743996,1.480341276
2403,1.509061448,1.486765714
2404,1.50801631,1.478006676
2406,1.495284429,1.488962671
2407,1.497221467,1.513071157
2408,1.498950075,1.502448428
2409,1.495989733,1.486460239
2410,1.515484222,1.485768291
2411,1.482750129,1.480784765
2412,1.493868736,1.491252259
2413,1.491961538,1.50525378
2414,1.540277661,1.48355308
2415,1.512021787,1.485058529
2416,1.496166256,1.504896468
2417,1.513168738,1.492380874
2418,1.478876924,1.50104525
2419,1.481719064,1.503836087
2420,1.506686928,1.508232476
2421,1.503378518,1.495068565
2422,1.496129921,1.506263632
2423,1.495122715,1.523064498
2424,1.490967371,1.48294229
2425,1.545947787,1.49237942
2426,1.512440352,1.48758462
2427,1.501328684,1.49826224
2428,1.480996667,1.491907295
2429,1.526582711,1.496902688
2430,1.479880909,1.491811576
2431,1.544208788,1.48478364
2432,1.494209339,1.501581473
2433,1.496569667,1.485744741
2434,1.499119778,1.51031306
2436,1.512122583,1.504849816
2437,1.530024279,1.500612499
2438,1.506102636,1.485338513
2440,1.511142742,1.487496503
2441,1.477814175,1.49981778
2442,1.52204281,1.481618161
2443,1.441543653,1.500197097
2444,1.549193604,1.503237642
2445,1.500904904,1.491828202
2446,1.512062996,1.484184329
2447,1.500721844,1.493562388
2448,1.478062795,1.491991919
2449,1.546264749,1.487873806
2450,1.520254636,1.507853109
2451,1.503073442,1.476578307
2454,1.518429043,1.483816084
2455,1.501873606,1.516785301
2456,1.53505294,1.494635057
2457,1.498878603,1.508143791
2458,1.493632843,1.491364479
2459,1.506267198,1.501710509
2460,1.486155081,1.500699974
2461,1.52111135,1.514804933
2462,1.502718764,1.502185115
2463,1.502172413,1.503974044
2464,1.491469208,1.497658527
2465,1.508217194,1.502727723
2466,1.512558603,1.48604065
2467,1.512001989,1.495937286
2468,1.512159724,1.510916502
2469,1.495369073,1.48532535
2470,1.51138879,1.492727125
2471,1.510747941,1.502662154
2472,1.484620354,1.491074124
2473,1.497561093,1.49195127
2474,1.539883231,1.483554017
2475,1.491774,1.500096194
2476,1.474097794,1.505794605
2477,1.477929106,1.498095168
2478,1.529362947,1.523372264
2479,1.518410255,1.501772595
2480,1.474586744,1.490942157
2481,1.488443107,1.489039043
2482,1.541043594,1.499305382
2483,1.546102209,1.493230135
2485,1.517320385,1.493465026
2486,1.486573119,1.503727847
2487,1.454558683,1.510492649
2488,1.496822853,1.51108502
2489,1.502211913,1.486055809
2490,1.530332446,1.499962042
2491,1.489151276,1.503160886
2493,1.488043639,1.488235201
2494,1.464291047,1.488275745
2495,1.531893676,1.490578696
2496,1.511670147,1.508308104
2497,1.537828299,1.490001053
2498,1.482159629,1.501458521
2500,1.495890064,1.482046197
2501,1.48882532,1.503245948
2502,1.489841664,1.467867413
2503,1.473350776,1.51033006
2504,1.52450909,1.508117968
2505,1.517904539,1.490396818
2506,1.535468787,1.484728492
2507,1.522792303,1.506365394
2508,1.527125071,1.496688463
2509,1.492455239,1.492969527
2510,1.483759704,1.508697545
2511,1.489447998,1.506337809
2512,1.498637797,1.486548473
2513,1.457621431,1.483398387
2514,1.516095955,1.504178
2515,1.509227514,1.504630707
2516,1.481772052,1.474927084
2517,1.516170846,1.519301918
2518,1.518001288,1.501279315
2520,1.488528848,1.51420129
2521,1.510587984,1.497052695
2522,1.47248903,1.506219675
2524,1.511772269,1.483564058
2525,1.53612504,1.497009914
2526,1.458550539,1.505283977
2527,1.521677454,1.499218212
2528,1.462397725,1.481083672
2529,1.502319203,1.50390399
2530,1.522077034,1.490718184
2531,1.557839363,1.513518447
2532,1.493132852,1.507454702
2533,1.523552078,1.498842018
2534,1.515571415,1.482763146
2535,1.51003701,1.482109993
2536,1.478233403,1.488177346
2537,1.527850085,1.500957973
2538,1.502575191,1.50253068
2539,1.508237308,1.493203119
2540,1.48656613,1.504082055
2541,1.504250739,1.496556235
2542,1.485496285,1.510625816
2543,1.496982623,1.470930016
2544,1.514040632,1.502319192
2545,1.498257169,1.498035427
2546,1.519152546,1.47763016
2547,1.484145731,1.518509134
2548,1.499430934,1.504535515
2549,1.507397978,1.504910498
2550,1.511814474,1.507322286
2551,1.528747773,1.483613684
2552,1.495879726,1.492939031
2553,1.524892187,1.501493485
2554,1.499341537,1.488772652
2555,1.497958395,1.492344003
2556,1.488249896,1.519096416
2557,1.474609192,1.492580572
2558,1.488511243,1.496108947
2559,1.509427007,1.519722868
2561,1.52327577,1.513306181
2562,1.480462363,1.47106567
2563,1.518410015,1.519259736
2564,1.494058289,1.489837829
2565,1.481032739,1.492893954
2566,1.483185341,1.487514134
2567,1.459499308,1.483180606
2569,1.502227995,1.49399829
2570,1.537483902,1.481934567
2571,1.466755216,1.501478522
2572,1.524405061,1.484721061
2573,1.531268065,1.503713062
2574,1.50142273,1.495936817
2575,1.498174684,1.494303102
2576,1.487374376,1.477999681
2578,1.486236415,1.495404213
2579,1.509435353,1.497595428
2580,1.487172041,1.507888683
2581,1.482649499,1.498922915
2582,1.509944251,1.504024207
2583,1.490984869,1.50678533
2584,1.511985474,1.510983764
2585,1.509756697,1.50157964
2586,1.488872501,1.499595231
2587,1.498525212,1.499446917
2588,1.468951453,1.48730407
2589,1.491101899,1.516144463
2590,1.494577627,1.482196824
2591,1.515364224,1.488637419
2592,1.463546728,1.513783007
2593,1.51665509,1.513943418
2594,1.485466794,1.481754538
2595,1.490745634,1.492580726
2596,1.501417085,1.511309313
2597,1.520961337,1.508924063
2598,1.551383392,1.500670172
2599,1.523581563,1.499853273
2600,1.489517045,1.506538747
2601,1.495022962,1.498448339
2602,1.518229492,1.502445806
2603,1.503671386,1.516200755
2604,1.502053382,1.511208507
2605,1.470281929,1.516259716
2606,1.507124708,1.510504205
2607,1.500018046,1.501121533
2608,1.474603652,1.513167345
2609,1.514602408,1.498527677
2610,1.494977028,1.510821925
2611,1.510199265,1.507163984
2612,1.485124,1.496755173
2613,1.509838874,1.496889013
2614,1.520191223,1.508651685
2615,1.491601991,1.509501446
2616,1.497828784,1.510580927
2617,1.469048794,1.48052942
2618,1.499635565,1.510802666
2619,1.510723399,1.499498915
2620,1.486869419,1.499740571
2621,1.489395019,1.506950395
2622,1.488480799,1.492109092
2623,1.522307814,1.494346143
2624,1.451702134,1.504474876
2625,1.501824058,1.506585639
2626,1.512800359,1.48715215
2627,1.501094344,1.482726612
2628,1.497258718,1.510169277
2629,1.514679401,1.497868892
2630,1.509615318,1.504575361
2631,1.484295809,1.495441707
2632,1.520566128,1.506835228
2633,1.502921068,1.499628964
2634,1.562066888,1.502701928
2635,1.499176201,1.489495886
2636,1.470235613,1.513178768
2637,1.518623617,1.491239382
2638,1.532563988,1.510049134
2639,1.491915808,1.496316645
2640,1.54546661,1.517205438
2641,1.480803789,1.488250707
2642,1.490528376,1.505704004
2643,1.536225774,1.480538507
2644,1.518963598,1.493939064
2645,1.517316898,1.483149877
2646,1.491751385,1.498451597
2647,1.517392607,1.481797181
2648,1.497601593,1.502659412
2650,1.545419571,1.501953605
2651,1.527971758,1.49752474
2652,1.507102647,1.512605436
2653,1.458012804,1.476103407
2654,1.501300168,1.485219992
2655,1.473365221,1.498434553
2656,1.510720051,1.509796246
2657,1.492973848,1.503793709
2658,1.48833061,1.507632425
2659,1.527619451,1.487565753
2660,1.461885329,1.50129787
2661,1.50767778,1.516453289
2662,1.458095821,1.499383632
2663,1.505645706,1.527436952
2664,1.511395403,1.506554514
2665,1.516084096,1.477699496
2666,1.500411916,1.509575835
2667,1.453776485,1.482843556
2668,1.490585926,1.490503861
2669,1.538691389,1.497521274
2670,1.510979953,1.508021607
2671,1.502467715,1.50403761
2672,1.506920254,1.513436469
2673,1.51907139,1.495925344
2675,1.470414081,1.494209676
2676,1.465577669,1.495278481
2677,1.476186476,1.493706393
2678,1.500334492,1.503510374
2679,1.530715685,1.49178708
2680,1.494141851,1.495468822
2682,1.494154941,1.505302539
2683,1.481133205,1.495208947
2684,1.488874333,1.496100115
2685,1.51046698,1.483555195
2686,1.51071702,1.493301057
2687,1.465489831,1.505707179
2688,1.513220127,1.516512658
2689,1.490877325,1.507255366
2690,1.530291755,1.506175245
2691,1.493740281,1.490831956
2692,1.526504128,1.491353275
2693,1.491745445,1.503696727
2694,1.529860781,1.478355105
2695,1.508047146,1.497814601
2696,1.554494921,1.485500315
2697,1.484139279,1.514004808
2698,1.496421119,1.492504817
2700,1.498706249,1.500046581
2701,1.563514124,1.491777355
2702,1.485269699,1.505842638
2703,1.517288835,1.490815853
2704,1.50118009,1.504882624
2705,1.521817428,1.509408375
2706,1.484860644,1.494575852
2708,1.497784903,1.497614046
2709,1.501493904,1.505050757
2710,1.499544024,1.498325403
2711,1.492882899,1.484277672
2712,1.500145003,1.48621879
2713,1.523262455,1.489125803
2714,1.509417393,1.503263104
2715,1.505591257,1.490625356
2716,1.527474526,1.510411317
2717,1.499982497,1.494432758
2718,1.488030837,1.499224391
2719,1.504646496,1.49914642
2720,1.496077395,1.508131739
2721,1.48933098,1.490830894
2722,1.483485969,1.49848861
2723,1.484488734,1.494224112
2724,1.471971031,1.490127787
2725,1.517191819,1.491645686
2726,1.515131228,1.484213987
2727,1.54401181,1.497071586
2728,1.514179875,1.495842773
2729,1.519798133,1.494202428
2730,1.498729577,1.491810101
2732,1.496189242,1.505356455
2733,1.480860095,1.489773131
2734,1.4770094,1.492503113
2735,1.497263992,1.502318108
2736,1.473300338,1.504235924
2737,1.51370037,1.501144506
2738,1.527710031,1.500202336
2739,1.510012657,1.486443
2740,1.513662036,1.492146318
2741,1.498927717,1.514135945
2742,1.497849818,1.507263123
2743,1.47484482,1.496271207
2744,1.512984905,1.492153253
2745,1.494833398,1.48752229
2746,1.462792868,1.492312559
2747,1.487829521,1.520883362
2748,1.49010072,1.49710269
2749,1.489105796,1.479050357
2750,1.510470326,1.495885187
2751,1.522765478,1.489011511
2752,1.476886445,1.476236035
2753,1.476689809,1.499353016
2754,1.487077067,1.503242927
2755,1.491314436,1.49790875
2756,1.533065588,1.490928319
2757,1.478930161,1.486265473
2758,1.49048119,1.492726123
2759,1.484562274,1.49542152
2760,1.497295989,1.502774859
2761,1.492944359,1.474533324
2762,1.515788003,1.484950144
2763,1.526109923,1.502925869
2764,1.50315036,1.509673413
2765,1.502351691,1.477788416
2766,1.504555793,1.501089242
2767,1.474713489,1.482082316
2768,1.52389862,1.503578084
2769,1.512408879,1.508069555
2770,1.51287442,1.507377246
2771,1.485943815,1.488329445
2772,1.520648967,1.484723682
2773,1.522322833,1.510008607
2774,1.494045406,1.505213852
2775,1.528205935,1.509436428
2776,1.506232006,1.500506991
2778,1.469203512,1.518225836
2779,1.486315971,1.499829589
2780,1.489435591,1.49082587
2781,1.511893173,1.511255428
2782,1.490392052,1.485341129
2784,1.512067427,1.513211157
2785,1.497852963,1.490161249
2786,1.50198676,1.493167204
2787,1.510700436,1.504981141
2788,1.523800864,1.496442102
2789,1.48069967,1.50641942
2790,1.474622597,1.502574539
2791,1.489582962,1.490580902
2792,1.487448498,1.508163804
2793,1.483250136,1.483939724
2794,1.484157939,1.494427422
2795,1.520320314,1.50255625
2796,1.526981623,1.492638014
2797,1.511550616,1.503063791
2799,1.489118464,1.489579121
2800,1.495371795,1.505887817
2801,1.491112062,1.481693249
2802,1.537023714,1.495304725
2803,1.486147457,1.461192065
2804,1.491063589,1.469882734
2805,1.47740911,1.515873935
2806,1.48825356,1.501777225
2807,1.513197435,1.49381196
2809,1.484148811,1.505049833
2810,1.500152796,1.492370585
2811,1.486203087,1.489369918
2812,1.491541979,1.505422009
2813,1.483152748,1.478370128
2814,1.498804123,1.48497503
2815,1.499206296,1.494268816
2816,1.477870961,1.499486778
2817,1.530175824,1.490560962
2819,1.494395911,1.490317057
2820,1.533977714,1.490363514
2821,1.512956927,1.505951284
2822,1.478190963,1.508803666
2823,1.529007215,1.514653662
2824,1.525712493,1.515490383
2825,1.537376062,1.494086102
2826,1.504103925,1.497841907
2827,1.510757601,1.509780241
2828,1.514662232,1.491966808
2829,1.511294315,1.50239499
2830,1.539877285,1.518828502
2831,1.497123352,1.498494821
2832,1.48437374,1.504835449
2833,1.511315818,1.485829576
2834,1.492652109,1.493515078
2835,1.47558547,1.50631972
2836,1.516464731,1.486603726
2837,1.487304058,1.511634394
2838,1.492184293,1.515231436
2839,1.493847744,1.49372213
2840,1.50915455,1.490709514
2841,1.546381572,1.50847017
2842,1.523710815,1.502189466
2843,1.501085698,1.471558332
